Multi-ROI
nROIs,13,
Time (ms),343474544900,343474575259,343474605595,343474635940,343474666265,343474696594,343474726934,343474757295,343474787647,343474817991,343474848314,343474878655,343474909020,343474939376,343474969733,343475000087,343475030440,343475060797,343475091157,343475121508,343475151867,343475182233,343475212562,343475242898,343475273250,343475324480,343475354848,343475385182,343475415524,343475445879,343475476239,343475506571,343475536922,343475567253,343475597599,343475627965,343475658295,343475688641,343475718979,343475749345,343475779713,343475810046,343475840393,343475870748,343475901093,343475931456,343475961799,343475992149,343476022491,343476052865,
FileNumber,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
Time (s),0,30.3590000271797,60.6950000524521,91.0400000214577,121.365000009537,151.694000005722,182.034000039101,212.395000040531,242.747000038624,273.091000020504,303.414000034332,333.754999995232,364.120000004768,394.476000010967,424.833000004292,455.18700003624,485.540000021458,515.897000014782,546.257000029087,576.608000040054,606.967000007629,637.333000004292,667.662000000477,697.998000025749,728.350000023842,779.580000042915,809.948000013828,840.282000005245,870.624000012875,900.979000031948,931.339000046253,961.671000003815,992.022000014782,1022.35300004482,1052.69900000095,1083.06499999762,1113.39500004053,1143.74099999666,1174.07899999619,1204.44500005245,1234.81300002337,1265.14600002766,1295.49300003052,1325.84800004959,1356.1930000186,1386.55599999428,1416.89900004864,1447.24900001287,1477.5910000205,1507.96500003338,
Lifetime-ROI2-ch1,1.83553994686599,1.84091569402683,1.83913826006877,1.84433848428926,1.82734462173045,1.83512043331851,1.85284354009126,1.85006258362218,1.84296491900577,1.84606003379017,1.84532904483504,1.85927236703881,1.85174536914945,1.84561595453995,1.85787455705034,1.84230081562251,1.85984524087746,1.8432102703344,1.84462545244317,1.84945946071721,1.84903226468548,1.85044626286155,1.84688218451561,1.84439653277144,1.83145625825217,1.82082081479507,1.84344088279629,1.85347083286851,1.85750399969814,1.86025909340032,1.85334409267897,1.83675848760103,1.82734501892779,1.84088105093531,1.83320386600094,1.83069913457422,1.84124625014059,1.84630680124131,1.84933173502163,1.8361397840192,1.84058885006915,1.83787773150318,1.83570561678904,1.83603131362085,1.84547834824421,1.84476971366914,1.84789020037551,1.84300757392181,1.84588095437056,1.84470064077596,
Lifetime-ROI3-ch1,1.93765014032038,1.93888825076794,1.94666537828133,1.92323868101643,1.93102831441568,1.94831378526956,1.93191728019714,1.95806511688232,1.93696002883296,1.96890671868478,1.9613883087434,1.97801599597931,1.96488048599427,1.9466152671876,1.95331427101197,1.95054125238637,1.95897856931217,1.94438945225307,1.9379293004838,1.9620799879233,1.94477964071282,1.98021333065439,1.94374601298647,1.929189468965,1.94647193320336,1.92985069240153,1.94940518474579,1.928342877388,1.92488733097851,1.94672287845612,1.93198067188263,1.93514249094071,1.94005992031097,1.94345411062241,1.94725263500214,1.90684020307756,1.9336370639801,1.9292863587299,1.9416372214934,1.92255577543174,1.95262252700377,1.92805275323401,1.93179648806972,1.96244977827995,1.94863527870178,1.93516047286987,1.93172939656729,1.94621486204216,1.93289197726422,1.94034692433573,
Lifetime-ROI4-ch1,1.95333183196283,1.87280660091631,1.91550865684237,1.91247555200308,1.93599954773398,1.96522739755696,1.90899401234417,1.91709439083488,1.90970498867977,1.89705569685241,1.92417563322263,1.98742185728891,1.8853084929689,1.91500588655472,1.92871994565173,1.89291824576366,1.93482355290686,1.90396903738918,1.97682800430783,1.90147516127915,1.91771389175864,1.94853712232773,1.91851096646539,1.87853975242141,1.92732115265325,1.93012888299094,1.91444465990011,2.00374533852866,1.95351288679874,1.92547103997433,1.96458897157149,1.90526105738305,1.92398795084236,1.85872619244959,1.92179469252532,1.93084862465952,1.94600044637918,1.91241099133211,1.93611158370972,1.90088187526254,1.97886848720253,1.91106470492151,1.94546030024265,1.91567195845651,1.91099424630823,1.92881592430481,1.96357615310829,1.99165240145054,1.91408446828524,1.97314100136628,
Lifetime-ROI6-ch1,1.8601354042689,1.83834766033476,1.85406981762624,1.87621240647354,1.84999506599025,1.85897513308695,1.85483769773104,1.85172519588682,1.8643828831696,1.84505806880051,1.8563441384432,1.87970090723144,1.86767321832992,1.85442581973256,1.85907261726019,1.86834656623033,1.86649217176973,1.87520618417386,1.86929219142109,1.8676893732521,1.85845436184855,1.84986571351143,1.85931420799841,1.85312515572385,1.84635389551159,1.82785487765759,1.86809572073943,1.86169168691235,1.87523137538901,1.85151495774233,1.88216222081564,1.83450417550476,1.84240757336286,1.8449930751403,1.85720734991835,1.85830155319638,1.84838456453475,1.87446191754331,1.86901888679303,1.8522651052475,1.86848542889835,1.85163550124263,1.85608252749475,1.85964221115951,1.86518485677111,1.85823354097269,1.8743013376718,1.86017186877492,1.87249782978175,1.86039483835409,
Lifetime-ROI7-ch1,1.80669691694619,1.81944703580709,1.81005013525706,1.80621094862034,1.80768789805169,1.81606614862421,1.81728039773188,1.81305975984383,1.81586540897834,1.81390093754138,1.81384481767887,1.82769350336926,1.82168809830922,1.80984290024451,1.83432066801289,1.81573689256647,1.8230793428597,1.81026521438116,1.81789519387993,1.80737399790022,1.79539195263564,1.80926989890911,1.80655624955448,1.81414752857393,1.80294764842494,1.78056397174117,1.79338350914143,1.80030613508612,1.81438823696432,1.80707298222503,1.81139128111385,1.80206643576112,1.80369674200501,1.78407942553728,1.80037724012818,1.81803948201816,1.81347763283226,1.79621871951761,1.80512790451191,1.8018268092532,1.80351206086219,1.80814518664596,1.79703931403776,1.80990668821159,1.8080578761787,1.79886725256804,1.80541828778397,1.80548030564706,1.81221183252511,1.79896609070556,
Lifetime-ROI8-ch1,1.83186613982011,1.82433259567095,1.82533950286336,1.84351695980546,1.82375710259763,1.84462681192853,1.85096072501685,1.84028391809803,1.84005481166952,1.84544052278267,1.8516482226242,1.84567041613411,1.85703086881298,1.83716994733265,1.83724932426061,1.84213537877727,1.82695604837858,1.83190396680191,1.83559667432732,1.83301229901833,1.84446970210245,1.85401031684123,1.84089953701487,1.84672675330648,1.85317771354841,1.83104223111873,1.82388171535907,1.84349021760244,1.8319367162276,1.83992735702213,1.83949658267583,1.83509183496532,1.81578030728441,1.8197609065071,1.82943909054711,1.83199966024644,1.83634177245716,1.82688308234262,1.84088271402177,1.83897257173512,1.83639257720706,1.83990165219449,1.8411857090374,1.83666620735123,1.82460377932069,1.83855060701785,1.83823966018767,1.82387034813093,1.84631110679491,1.84424694281793,
Lifetime-ROI9-ch1,1.87524202813347,1.86550114835195,1.84984400472481,1.867000087674,1.86440861036452,1.85950203662296,1.85094925150883,1.86440152698855,1.87075988691774,1.8504765926791,1.86327160016524,1.8540558198659,1.86101930615999,1.85764121448965,1.84179293749144,1.8488312403361,1.84510542974769,1.84683443270713,1.85791541872551,1.84375226423323,1.84168463999705,1.85686032732042,1.84935192936044,1.85282946559165,1.85025990335204,1.81295936366162,1.85581098015492,1.85378070234676,1.84573775449624,1.86375185193924,1.86061151975609,1.83917531565011,1.85407367499478,1.85874165569443,1.83726036296441,1.85307118732196,1.84730883908559,1.86151448851046,1.84540807820749,1.84950133046279,1.88730194167449,1.83982043026163,1.85815270410167,1.86566713945224,1.86521141322759,1.88723855500038,1.87869004710363,1.83966090707756,1.86888951832156,1.89286924187954,
Lifetime-ROI10-ch1,1.85771014690399,1.88667380707396,1.88827981511387,1.89407730804631,1.8771429406029,1.89241673872338,1.9054560143143,1.91130755595219,1.91510428009611,1.86617711462626,1.85470444871745,1.90893368039812,1.87657342835856,1.84331287181739,1.8900134841481,1.89217375023487,1.87897870302921,1.84320992317544,1.86143509317805,1.8845555877111,1.89494986347966,1.8762465166258,1.88469463912574,1.85027842106404,1.88869382742769,1.89428022207704,1.89764800525847,1.9265285530398,1.94292621151093,1.96284610970506,1.98832986996724,1.88275455373984,1.91326756998657,1.8998086053095,1.90892074191913,1.91338110354639,1.90344161694104,1.94044302023492,1.92462188661681,1.88931344026308,1.87986033045012,1.89247622862458,1.93230572935205,1.90183948255935,1.91914057641659,1.88977773969278,1.87111339955315,1.9185759001103,1.91108841287013,1.92405615104652,
Lifetime-ROI11-ch1,1.89918580787808,1.89560526929734,1.89362042521087,1.92282449347161,1.93280939669582,1.91835527366766,1.89451342266582,1.96008979290146,1.92233293935573,1.90115393185883,1.89166951071745,1.94167959194505,1.90537883868071,1.90054238682062,1.90185078666324,1.89931686409449,1.89402541193095,1.91581711942257,1.89711723409147,1.9160969039372,1.89966530230912,1.89796113008818,1.8986578784237,1.9060072733184,1.9004928065927,1.908422098452,1.93530418266684,1.94530997552733,1.95005607955596,1.97010919936219,1.96403834105245,1.87823448942489,1.90894846970385,1.93936484265128,1.93489303787549,1.92947751256857,1.97108296065771,1.94206684609534,1.98103594833246,1.93288047559414,1.91726369777422,1.9222941438357,1.92295868689787,1.94333957301246,1.95700187032269,1.93874734167907,1.94273757264634,1.99095605588686,1.95039077394464,1.93827648441772,
Lifetime-ROI12-ch1,1.89710351358855,1.8766876098891,1.88935202242254,1.9110592826553,1.87815235576506,1.89943005702501,1.90444264505424,1.9091169501075,1.9039591846383,1.89241863687833,1.90245065499196,1.8964948905636,1.908656996384,1.89861333815606,1.87789038197025,1.88436159119174,1.90186299909293,1.88968288909017,1.87778826359881,1.88929114616631,1.88246829133285,1.89076598580047,1.89834185241325,1.88404444647687,1.88807133443861,1.88247091826331,1.87615898842419,1.88610587408424,1.89064136529844,1.88451468180784,1.90398289641261,1.88499187976447,1.87762479513755,1.8704282283783,1.87906252426411,1.88459220497773,1.87423332429701,1.88396598491131,1.86341040118982,1.87874286880246,1.89047598249224,1.89116694927216,1.87669614800091,1.87181021550606,1.89134189624251,1.87214359338585,1.87683564599218,1.88282867515909,1.88655958781982,1.90460770623437,
Lifetime-ROI13-ch1,1.92672752685714,1.92385604698046,1.94263714381627,1.92737974806836,1.92382793970275,1.9012193248983,1.94279188647669,1.91643664690486,1.91621258941516,1.94016565331278,1.94311204273089,1.92251992579631,1.9115977468449,1.89401949581347,1.91662459956506,1.91295204245888,1.90898615484196,1.92064482025478,1.8868980750703,1.92069774465269,1.8813544406641,1.89393956041546,1.90063265624799,1.89879870352266,1.9325146301933,1.89009358468263,1.90030651556707,1.89910948255606,1.89131373581907,1.89425346257905,1.9157473746099,1.9377854041137,1.89565101502764,1.92863652141471,1.9027995897376,1.89357534186882,1.91570500140627,1.91210346740225,1.91386115957035,1.94149825812427,1.91076932973737,1.93733612350796,1.93214221415312,1.91710402447244,1.91576909435889,1.9337806289373,1.92009515991377,1.9185156998427,1.90206395840541,1.92370927022851,
Lifetime-ROI14-ch1,2.58464524138207,2.763944278823,2.49423449635506,2.51139736542335,2.50708730770991,2.51988025477954,2.42864441004666,2.56517271429805,2.40804830820133,2.53968267611095,2.69998570680618,2.52578725814819,2.42364666594399,2.50429858619517,2.50228625365666,2.27024055208479,2.48092721303304,2.24383366256952,2.47383945355049,2.56033471375704,2.56265932321548,2.34338909784953,2.30954465667407,2.20459139460609,2.38155108839273,2.53789228030613,2.25845897508704,2.61685657024384,2.55294307249564,2.5595291168459,2.56945176581814,2.59856175509366,2.58436587424505,2.60620803833008,2.51599188850772,2.61026167946477,2.70371768133981,2.78671717401278,2.58340631167094,2.56851192591142,2.49906509826923,2.62168695554137,2.71416585406319,2.59239020758662,2.58933262484414,2.66282654292342,2.56951990754981,2.67440281918174,2.70134734822743,2.521958077639,
Lifetime-ROI15-ch1,2.28630543398646,2.25040535809081,2.18239204752736,2.3029318096633,2.26352076948198,2.24463728733277,2.26881872522914,2.25481838633617,2.25182427979819,2.15841180050727,2.22531412362452,2.27183701067135,2.25618236987649,2.23502259640805,2.23196660602919,2.23402424290119,2.16777006086902,2.18512535582889,2.212421409531,2.18070377787718,2.19256487986363,2.25079198896747,2.22233527767549,2.1791692331053,2.23047402920744,2.29019578851467,2.25723026645469,2.28679794725981,2.32453571142895,2.29296381783592,2.33731073192928,2.21571229123859,2.268679970762,2.21198209637567,2.25072648779959,2.30020483039146,2.35809278029278,2.28436815309228,2.33496901753508,2.29042558223009,2.26593264354063,2.29448047492464,2.27117773921219,2.28131128511931,2.30144689147806,2.32617348205119,2.32235592001441,2.32285704757814,2.35072536124397,2.32844282611599,

Lifetime-ROI2-ch2,0.724138315935416,0.7002598489111,0.679281903555941,0.75182601920841,0.71400148338296,0.673418217819625,0.724555381091526,0.686579589416585,0.689069566782678,0.623439869446476,0.685496198645668,0.653870629778939,0.69621620485375,0.630447129031885,0.698385209150251,0.664692565673347,0.67236603447045,0.660883560134131,0.653927619656733,0.636995083218967,0.664995952295242,0.677209019890165,0.638879302069899,0.641760561251046,0.676831294622959,0.682857406451004,0.71562735096195,0.762218900178372,0.788702843711249,0.784350629285035,0.781914803763109,0.761380225221735,0.697667783726638,0.72995039621775,0.756745942602078,0.735814329310285,0.781488678314902,0.790490680514308,0.747993038935809,0.708048183675723,0.738715348057097,0.719170285969,0.742642331884147,0.735921780269234,0.71577122111287,0.729400057424373,0.714565640898547,0.713349517056779,0.747063672124721,0.705283902869323,
Lifetime-ROI3-ch2,0.865627514887513,0.888387182000498,0.782169603309665,0.823800265149946,0.865918612761663,0.814751183832457,0.840001753760162,0.901954417906654,0.769049502845627,0.789274987223306,0.783724760894244,0.852187685348693,0.775634044766349,0.808935306319929,0.791661408189158,0.782880355587663,0.762770884589539,0.838834339737815,0.77485258078166,0.834573781676763,0.755402580532083,0.728870605726639,0.769295955751021,0.812416004862876,0.787656431524287,0.774017449720388,0.81514109186852,0.786273896289817,0.8657950862145,0.856382172980014,0.803235944335277,0.824303954554585,0.759930013368062,0.778177104028711,0.825156202606226,0.792033458307845,0.829041199838997,0.797460691284336,0.783422636378917,0.857893859644333,0.832702648946588,0.791437271303925,0.843719902984714,0.814391934955762,0.804728923470743,0.729473880019977,0.717119016788145,0.782485235031198,0.796421230982324,0.778436539217602,
Lifetime-ROI4-ch2,0.857835949362112,1.03606509513042,1.05432359734165,1.0450327603467,0.9822185869911,0.86287732719146,0.969277228313303,0.95284459667209,0.940605928030552,0.888808730421567,0.855487492617691,0.865945310902037,0.827366822970723,0.916187571246176,0.989043952819856,0.825749492789623,0.937122535824061,0.913953681451057,0.80817424388822,0.851187129479622,0.850548496908936,0.816343732723665,0.854324948029645,0.908805310099268,0.901332320946558,0.958703369079136,0.915645444890543,0.979020024804698,1.13219417237093,1.09189327040661,0.984922086860445,0.945929292750971,0.901749698292421,0.9843134861967,1.14241651449412,1.01088751964701,1.1279845796857,0.914878829590044,1.04123333869189,1.06104979334087,0.880504354301908,1.20037547577192,1.22047870050408,1.18562535797865,0.963165769647619,0.980431043375545,1.17108759531176,1.20843124059648,0.872284433177462,0.95752282472547,
Lifetime-ROI6-ch2,0.728026655030912,0.708521618622644,0.692046706129474,0.762822311897987,0.714918806469475,0.703002210681255,0.693709866781981,0.725218546462894,0.697897836527739,0.702271613229843,0.70037725090929,0.72751853585114,0.745489079009821,0.694376243677677,0.674705455160023,0.683975959743825,0.709116253440774,0.650865553223546,0.681181688080957,0.661968815155221,0.683048625600245,0.693038552640971,0.722357261073976,0.667237336551023,0.640642916439992,0.656980083837078,0.783973360261841,0.79226996416149,0.755858183341153,0.794922844830564,0.815658181196468,0.679857485913621,0.727724039825244,0.77049275851217,0.788233849209504,0.718819701247864,0.71506632077826,0.72978546919638,0.804681878254249,0.69975678778479,0.733333029091107,0.766310728247134,0.731528715222335,0.750206827677701,0.777091761718654,0.780707326161406,0.772893230780552,0.796480933484381,0.754986081021857,0.782343273899694,
Lifetime-ROI7-ch2,0.685378722305975,0.696023772691668,0.677991069283282,0.775338733152431,0.686636739404832,0.712462719679203,0.657472364505456,0.653921757541918,0.676707615247852,0.656218462618028,0.639647136264205,0.699406815835846,0.647295437208502,0.662227281901879,0.647186714348696,0.579549247502144,0.672633044594869,0.620442915465893,0.655601304871472,0.639922278161095,0.665687756323933,0.622476257966111,0.65910441547183,0.634223524906341,0.685719043818431,0.635101010087849,0.677420415324197,0.732946398161952,0.744031863580376,0.696510694507005,0.753572888422976,0.633587058218558,0.722518491458831,0.636940467624876,0.656518612030703,0.752729716830274,0.706576423942499,0.747514034017344,0.709626709056546,0.688732911495283,0.668658715363559,0.660442163962827,0.716756834016466,0.702374680976439,0.68537171028676,0.714169072644506,0.672903776255443,0.744624078038344,0.691362537517478,0.714160218615937,
