Double exponential fitting
Ch/ROI,Pop1,Tau1,Pop2,Tau2,TauG,Tau0,Meantau,Frac1,Frac2,xi_square
ch1,226763.50303103,2.6,243663.025766052,0.791,0.13060089454339,1.51361860470499,2.15432443031701,0.482038084907503,0.517961915092497,74.2890813941628
ch2,-15298.9669445237,3.55,34089.8498643065,2.792,0.0706225557158189,0.890316821696323,1.78464790418205,-0.814169669931647,1.81416966993165,233.348727606987
Fitting Multi ROIs
ROI1-ch1,226763.502999215,2.6,243663.025898643,0.791,0.13060089454339,1.51361860470499,2.15432443008711,0.482038084736609,0.517961915263391,74.2890813941627
ROI1-ch2,-15298.9672957736,3.55,34089.8503362329,2.792,0.0706225557158189,0.890316821696323,1.78464788279645,-0.814169683395547,1.81416968339555,233.348727606987

Time-1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-1,4554,91239,310314,361750,326315,285933,246596,214903,189311,165895,145725,131569,119430,108931,98719,90625,83734,77129,71061,65652,60410,54927,50343,46845,43247,38878,35070,32218,29411,27153,25061,23022,21595,19920,18398,16878,15156,13766,12595,11552,10515,10104,9666,9085,
Residuals-1,-19.3169584896438,13.2086590746163,-8.22020143698709,-13.9201035471275,5.10128247352146,11.9353097104268,6.51529220932232,3.43408999706793,2.61260430898661,-2.6786396265321,-8.54668086814783,-5.54605255426126,-2.49471459643328,0.558414945141819,0.233355567098076,2.90519434238904,6.44387607200141,8.21354120792516,9.37898911356885,10.7180913711503,10.6243686002015,7.49595769221081,6.15311093743914,7.9388965834362,7.81366603087696,2.35609258877192,-2.1398645354568,-3.06380349728963,-5.08090633005723,-5.10431109461355,-5.20872527124308,-6.05800288607698,-3.75611437945826,-4.0416629724759,-4.1455387839216,-5.14462952908214,-8.80015482734236,-10.781070444166,-11.7467624827764,-12.3510884346602,-13.731376167935,-9.29240222383294,-5.62562462862115,-3.94624471975991,

Time-2,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-2,1799,16737,24914,21768,17275,14113,11941,10036,8848,7894,7105,6430,5811,5393,4844,4465,3901,3548,3147,2918,2738,2505,2350,2075,1916,1723,1707,1523,1434,1353,1168,1099,995,1004,856,812,761,705,677,629,561,512,500,486,441,398,
Residuals-2,0.00218486137490175,-0.0196524344881537,53.7524086445495,45.2846092950753,26.074686750649,11.8484022073598,2.64384479267097,-6.44002027980656,-9.97629360015888,-12.0213520484619,-13.0241934946705,-13.3900647393016,-13.7631550876711,-11.9141628760398,-12.6312524745806,-11.3299144677807,-13.7762266828769,-13.2644795578994,-14.299735059364,-12.4779145587087,-10.0559622272228,-9.15798857597258,-6.96088146733025,-7.89187131804345,-6.55001179624725,-6.44257438535892,-2.15666241296749,-2.44260358216094,-0.574909759471776,1.24429858517033,-0.104848631210085,1.54463983391437,1.90512574081134,5.42709168067032,4.02033284045898,5.57392026761055,6.71632114861388,7.51740676355362,9.04679235116736,9.77636136218555,9.68948784257904,10.0666130613339,11.5586775574583,12.8338025042445,12.978156576859,13.0645076857323,

