Double exponential fitting
Ch/ROI,Pop1,Tau1,Pop2,Tau2,TauG,Tau0,Meantau,Frac1,Frac2,xi_square
ch1,50356.6457348036,2.6,44023.888983268,0.696864085558164,0.129562996938293,1.50605259031737,2.23871581048374,0.533549061628293,0.466450938371707,8.9691362818031
ch2,0,3.55,0,NaN,0.1,0.7,NaN,NaN,NaN,NaN
Fitting Multi ROIs
ROI2-ch1,10210.6044538758,2.6,9266.75700430891,0.696864085558164,0.129562996938293,1.50605259031737,2.22764023725951,0.524229345735387,0.475770654264613,3.54107339611283
ROI3-ch1,5248.65604248741,2.6,3098.26891623699,0.696864085558164,0.129562996938293,1.50605259031737,2.34002797676843,0.628813133991506,0.371186866008494,3.53010966981174
ROI4-ch1,785.790658620005,2.6,473.159900745158,0.696864085558164,0.129562996938293,1.50605259031737,2.33553534294863,0.624163238798072,0.375836761201928,1.140655467855
ROI6-ch1,8479.73810431278,2.6,8354.55743884991,0.696864085558164,0.129562996938293,1.50605259031737,2.20242861476255,0.50371802506205,0.49628197493795,2.13711522325273
ROI7-ch1,4773.61068734673,2.6,4890.01325376538,0.696864085558164,0.129562996938293,1.50605259031737,2.19003461906445,0.493977281859891,0.506022718140109,2.09145874375435
ROI8-ch1,9085.7531622133,2.6,8405.18403104713,0.696864085558164,0.129562996938293,1.50605259031737,2.22187598544178,0.519454907522863,0.480545092477137,3.03518136242775
ROI9-ch1,2620.50093987062,2.6,2302.39631062736,0.696864085558164,0.129562996938293,1.50605259031737,2.23725499382453,0.532308680544885,0.467691319455115,1.82257933639894
ROI10-ch1,1151.97585069639,2.6,855.517768635297,0.696864085558164,0.129562996938293,1.50605259031737,2.28406830151545,0.573837864092386,0.426162135907614,2.08796293231166
ROI11-ch1,1545.71666387236,2.6,1163.23222188711,0.696864085558164,0.129562996938293,1.50605259031737,2.28056381397375,0.570596467138217,0.429403532861784,2.97378573920767
ROI12-ch1,3947.6427849303,2.6,3345.91538334582,0.696864085558164,0.129562996938293,1.50605259031737,2.24769666314116,0.541250606884972,0.458749393115028,1.71335896850844
ROI13-ch1,2432.00572340635,2.6,1955.75670097977,0.696864085558164,0.129562996938293,1.50605259031737,2.26253709936121,0.554270146872549,0.445729853127451,1.69843060612613
ROI2-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI3-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI4-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI6-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI7-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI8-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI9-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI10-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI11-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI12-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN
ROI13-ch2,24.5,3.55,24.5,NaN,0.1,0.7,NaN,0.5,0.5,NaN

Time-1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-1,1048,19564,63413,72767,64830,56939,49013,42701,37982,33422,29901,26950,24390,22340,20666,18774,17605,16039,14913,14076,12673,11742,11174,10087,9257,8412,7682,7039,6688,6170,5670,5238,4944,4534,4273,3881,3518,3210,2855,2688,2537,2507,2256,2247,
Residuals-1,-7.85093933372733,5.64957844591332,-4.28752212431059,-3.23674630999569,2.92111859962822,6.11727120234279,2.45934640897467,-0.000589730484525226,0.398557374483247,-2.45411967489461,-3.12760825656498,-3.32994244224974,-3.53465888028403,-2.44845168401329,-0.463294403059207,-1.49073454762389,1.48079404016075,0.338931528405808,1.58839802474296,4.35206689312599,1.50572809976802,1.87749896675189,4.91135369623137,2.42064285701231,1.64753634870448,-0.00444416698529684,-1.1207347995485,-1.88542507476463,0.353923709773039,0.100811557515226,-0.436741723755936,-0.558605270690266,0.82556618970955,0.164117602862219,1.31355321764357,0.0735285843140728,-1.19509360856609,-1.99040318011135,-4.14464738092141,-3.09486852609108,-1.99314092817751,1.29826065086301,-0.107349627318431,3.23572310790995,

Time-2,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Residuals-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,

