Double exponential fitting
Ch/ROI,Pop1,Tau1,Pop2,Tau2,TauG,Tau0,Meantau,Frac1,Frac2,xi_square
ch1,232034.60091508,2.6,244342.485024106,0.791,0.132466387835666,1.51400070796331,2.16107240181021,0.487081784082077,0.512918215917923,76.7413138157266
ch2,-15977.854580437,3.55,35287.5250080987,2.792,0.0737391816065885,0.893356370088442,1.76345016132561,-0.827453510420781,1.82745351042078,235.450261336856
Fitting Multi ROIs
ROI1-ch1,232034.600751835,2.6,244342.48557427,0.791,0.132466387835666,1.51400070796331,2.16107240082784,0.487081783343784,0.512918216656216,76.7413138157267
ROI1-ch2,-15977.8545805816,3.55,35287.5250048306,2.792,0.0737391816065885,0.893356370088442,1.76345016107915,-0.827453510574514,1.82745351057451,235.450261336856

Time-1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-1,5127,92800,313700,365974,330715,290197,250992,219224,193114,169413,148443,133800,121650,110146,100644,92973,85613,79075,72425,67009,61919,56158,51549,48403,44314,40348,35843,33013,29966,27684,25685,23844,22037,20132,18971,17172,15601,13969,12721,11523,10736,10451,10009,9325,
Residuals-1,-16.1280922039645,10.9405220296962,-6.14333028464694,-14.6535206830221,4.15078514646309,11.408348581775,7.02792301289741,4.5939407493679,3.39180135029618,-1.7984943893761,-8.9718110371245,-6.72828347466601,-3.18722517228546,-2.64458791830675,-0.323331907576888,4.20795851662262,6.67222836617284,9.14587546431844,8.67363319656348,10.3867075085592,11.3012066941774,7.50183376435034,6.46192550625561,10.1836807232717,8.23442333387947,5.21482026322599,-2.3703697818869,-2.8338540223439,-5.8913596300501,-5.77768650350515,-5.01326211518385,-4.2438811612891,-4.22169407106731,-5.89797702573077,-3.13821825121954,-5.98647578359356,-8.15109876262526,-11.9596006810232,-13.4575701642043,-15.4447220988747,-14.1499681116515,-8.27036188678295,-4.49166727309055,-3.7041725463337,

Time-2,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-2,1886,16941,25791,22076,17588,14347,12147,10525,9129,8197,7248,6499,6059,5508,4985,4549,4071,3699,3394,3029,2835,2530,2282,1973,1947,1889,1732,1561,1339,1272,1176,1071,1009,935,897,843,764,736,663,627,595,549,513,472,445,444,
Residuals-2,0.00586578571006443,-0.0448984774895914,55.3894950325834,44.1825898569295,25.2880942475995,10.7719813060443,1.59514958096713,-4.34449172277282,-9.62739678097387,-11.074856794844,-13.7391277298421,-14.8696569613756,-12.5401903164579,-12.3620628302485,-12.459557699706,-11.8626479082503,-12.6035393897435,-12.1786539135256,-11.0839921401033,-11.6924841817818,-9.3999057487856,-9.8675876535345,-9.64707122659554,-11.4822067321067,-6.753747609138,-3.17704920513096,-2.29854111006712,-2.13288619202991,-3.81385584344871,-1.52174348786058,-0.328307718257383,0.322472660680029,2.01947420943219,3.12107620054826,5.11703617223003,6.41930182071979,6.74833763918067,8.49096595594914,8.63991886227682,9.80142833405636,10.9356870814808,11.4768227678463,12.2009997376654,12.6331002728803,13.3977263729395,14.862885323639,

