Double exponential fitting
Ch/ROI,Pop1,Tau1,Pop2,Tau2,TauG,Tau0,Meantau,Frac1,Frac2,xi_square
ch1,46079.2709168133,2.6,38611.1226501121,1.1,0.116161279214328,1.48302933917423,0.441482617276031,0.544090881811758,0.455909118188242,52.252857441499
ch2,3706.24074322046,2.6,2760.36125263874,1.1,0.0919665559767319,0.919682984433489,0.448119128055187,0.573135743562648,0.426864256437352,35.3868308109813
Fitting Multi ROIs
ROI2-ch1,8753.36853384693,2.6,7588.72374843838,1.1,0.116161279214328,1.48302933917423,0.439493013809201,0.53563328260822,0.46436671739178,9.51756069436312
ROI3-ch1,4362.92473890463,2.6,2495.73225652794,1.1,0.116161279214328,1.48302933917423,0.461543266572734,0.63611939506671,0.36388060493329,5.37791533275782
ROI4-ch1,720.89168471169,2.6,620.51427789656,1.1,0.116161279214328,1.48302933917423,0.439914354807032,0.537414999490518,0.462585000509482,1.86099294133212
ROI6-ch1,6936.43502661109,2.6,6656.0475438091,1.1,0.116161279214328,1.48302933917423,0.433375040216389,0.510314064459872,0.489685935540128,8.8917440005402
ROI7-ch1,4324.15587740805,2.6,4481.06537728961,1.1,0.116161279214328,1.48302933917423,0.428560866951645,0.491089974042512,0.508910025957488,5.99710682323265
ROI8-ch1,8694.04853051889,2.6,8273.83028107811,1.1,0.116161279214328,1.48302933917423,0.433884235573717,0.512382757270566,0.487617242729434,8.99517921047641
ROI9-ch1,3080.07521507493,2.6,2549.20085674733,1.1,0.116161279214328,1.48302933917423,0.442196480041921,0.547152986596707,0.452847013403293,5.1831502144992
ROI10-ch1,1019.75669561847,2.6,810.093323367406,1.1,0.116161279214328,1.48302933917423,0.444535481780239,0.557289769673926,0.442710230326074,3.62402390538319
ROI11-ch1,1542.36032823583,2.6,1101.71442914079,1.1,0.116161279214328,1.48302933917423,0.450378364719989,0.583327050013562,0.416672949986438,4.98069484661506
ROI12-ch1,3354.52928764109,2.6,2650.95171527591,1.1,0.116161279214328,1.48302933917423,0.444830093786881,0.558577953374878,0.441422046625122,5.82568582313851
ROI13-ch1,1911.01533520154,2.6,1318.1588744023,1.1,0.116161279214328,1.48302933917423,0.452229545875601,0.591796914987743,0.408203085012257,3.18661374914979
ROI14-ch1,79.1329479080655,2.6,-15.9114801426724,1.1,0.116161279214328,1.48302933917423,0.547893666333622,1.25167843621913,-0.251678436219132,3.14628002785805
ROI15-ch1,1145.23959087781,2.6,281.005501077505,1.1,0.116161279214328,1.48302933917423,0.491785986703143,0.802975307215775,0.197024692784225,7.23489395787718
ROI2-ch2,608.410313754598,2.6,543.711948201268,1.1,0.0919665559767319,0.919682984433489,0.437693090988861,0.528077907913825,0.471922092086175,5.38013070348125
ROI3-ch2,263.766589402571,2.6,220.593390972334,1.1,0.0919665559767319,0.919682984433489,0.441593900129426,0.544567264203805,0.455432735796195,3.12337954946702
ROI4-ch2,74.9262276725514,2.6,35.8085594113477,1.1,0.0919665559767319,0.919682984433489,0.469543358952633,0.676627730505166,0.323372269494834,2.04895069838553
ROI6-ch2,494.095132447194,2.6,511.91367496199,1.1,0.0919665559767319,0.919682984433489,0.42857459368346,0.491143943083021,0.508856056916979,5.36718355298287
ROI7-ch2,278.716065556124,2.6,390.036206878595,1.1,0.0919665559767319,0.919682984433489,0.40843566786101,0.416770270613668,0.583229729386332,3.02187432674756
ROI8-ch2,586.041331031266,2.6,612.143345709214,1.1,0.0919665559767319,0.919682984433489,0.428055842169685,0.489107682987169,0.510892317012831,6.57498135150197
ROI9-ch2,268.642099289612,2.6,200.326345066953,1.1,0.0919665559767319,0.919682984433489,0.448052189987004,0.572836195105183,0.427163804894817,3.03681678257794
ROI10-ch2,111.289330475208,2.6,33.8533092622178,1.1,0.0919665559767319,0.919682984433489,0.485793314889559,0.76675834666187,0.23324165333813,2.46653743773598
ROI11-ch2,159.854573817133,2.6,69.0360144148558,1.1,0.0919665559767319,0.919682984433489,0.47365405061973,0.698388584047479,0.301611415952521,3.67553746209206
ROI12-ch2,303.640011889199,2.6,172.88651302319,1.1,0.0919665559767319,0.919682984433489,0.461761671465355,0.637194355434934,0.362805644565066,3.56783648811117
ROI13-ch2,167.270083771503,2.6,95.4375886579293,1.1,0.0919665559767319,0.919682984433489,0.461664450856385,0.636715639953129,0.363284360046871,3.28901655132532
ROI14-ch2,65.3893001571026,2.6,2.5805217837858,1.1,0.0919665559767319,0.919682984433489,0.515073367242452,0.962034301251664,0.037965698748336,2.77318041741616
ROI15-ch2,232.19166964153,2.6,-14.1436276049962,1.1,0.0919665559767319,0.919682984433489,0.527935855963758,1.06486473106063,-0.0648647310606276,4.63578177544487

Time-1,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-1,806,853,1008,19809,65080,74080,65831,57369,49406,43356,38154,33519,30222,26910,24326,22326,20307,18740,17337,16381,15249,14164,13295,11889,11095,9998,9501,8426,7715,6953,6734,5871,5695,5346,4857,4437,4131,3830,3373,3153,2967,2630,2515,2366,2303,2114,
Residuals-1,10.6289628528648,13.1765722241046,-1.18355172469009,0.895387548007937,-1.87332195812663,14.9700877857169,13.3994471253837,7.65220070332122,-0.686681881207674,-4.69616648066516,-8.19374662812185,-12.0754464716502,-11.2793333689506,-13.0356396275483,-12.4704054251589,-9.88757789382935,-9.11115044676871,-6.59268859361403,-4.16458429133623,0.565322493265328,2.901899444393,4.63273354270935,7.25525134247538,4.35614696221943,5.96005007234885,3.90624244294848,6.93137948849357,3.40987117766372,2.86716694992203,1.00003060023417,4.96188741748324,0.536380051081337,4.24688750471022,5.32329671650569,4.07114640518744,3.24413627216173,3.64204046509309,3.73548626250208,0.836986800305745,1.44959525943456,2.35655450664396,0.120042801444727,1.78023805523643,2.53057517284614,4.76840891763513,4.25500443436885,

Time-2,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,
Lifetime-2,644,4897,6890,5657,4530,3759,3285,2820,2330,2196,1964,1827,1687,1605,1477,1407,1227,1108,1060,1029,868,898,750,716,649,621,623,571,572,544,505,453,426,395,406,367,372,309,314,324,307,285,280,239,274,227,
Residuals-2,0.115014492098829,-0.398234962814979,16.7840874669242,10.0795974219545,2.36054894616789,-2.46084526981971,-3.84991575350788,-6.22257262910198,-10.5122792659164,-7.78571253229727,-7.93835752890421,-6.34294160605255,-5.28899966931268,-3.1479474900083,-2.57997993348554,-0.802959490968939,-2.429227305884,-2.74640786432969,-1.15698472826111,0.72933220264771,-1.83800599974925,1.72282974870217,-1.00240790906895,0.049539493707258,-0.330195231471208,0.63756418234791,2.63273192317218,2.40606220978253,4.12330765036453,4.60543033479424,4.54789279863014,3.81707869062592,4.01079948243458,3.92662441633322,5.61868600764703,5.03619091281404,6.3253682508922,4.4326111352845,5.66411367765997,7.02610043596885,7.09599349802925,6.87445173905243,7.39413281175176,6.10850421889707,8.47300500999554,6.85302230355563,

